citi,n_citi
"El Cajon, CA",109
"Oceanside, CA",256
"Alpine, CA",8
"Chula Vista, CA",80
"Oceanside, CA",256
"Chula Vista, CA",80
"Fallbrook, CA",116
"Carlsbad, CA",67
"Descanso, CA",100
"El Cajon, CA",109
"San Diego, CA",320
"Fallbrook, CA",116
"Fallbrook, CA",116
"Chula Vista, CA",80
"Escondido, CA",115
"Ramona, CA",296
"Valley Center, CA",384
"Bonita, CA",43
"Vista, CA",394
"San Diego, CA",320
"Oceanside, CA",256
"Fallbrook, CA",116
"San Diego, CA",320
"Bonsall, CA",44
"Carlsbad, CA",67
"Valley Center, CA",384
"San Diego, CA",320
"Valley Center, CA",384
"Chula Vista, CA",80
"Fallbrook, CA",116
"San Diego, CA",320
"Escondido, CA",115
"San Diego, CA",320
"Escondido, CA",115
"Fallbrook, CA",116
"Bonita, CA",43
"San Diego, CA",320
"Fallbrook, CA",116
"Escondido, CA",115
"Ramona, CA",296
"Escondido, CA",115
"Oceanside, CA",256
"Ramona, CA",296
"Oceanside, CA",256
"Fallbrook, CA",116
"San Marcos, CA",327
"Escondido, CA",115
"Jamul, CA",159
"Valley Center, CA",384
"Chula Vista, CA",80
"Escondido, CA",115
"Escondido, CA",115
"Alpine, CA",8
"El Cajon, CA",109
"San Diego, CA",320
"San Diego, CA",320
"Escondido, CA",115
"Ramona, CA",296
"La Mesa, CA",171
"San Diego, CA",320
"Oceanside, CA",256
"Chula Vista, CA",80
"Santee, CA",341
"San Diego, CA",320
"Borrego Springs, CA",46
"Descanso, CA",100
"San Diego, CA",320
"Ramona, CA",296
"Escondido, CA",115
"Oceanside, CA",256
"San Diego, CA",320
"Valley Center, CA",384
"Warner Springs, CA",396
"Oceanside, CA",256
"Vista, CA",394
"Escondido, CA",115
"Julian, CA",161
"San Marcos, CA",327
"Ramona, CA",296
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"Alpine, CA",8
"Escondido, CA",115
"Lemon Grove, CA",197
"Poway, CA",294
"El Cajon, CA",109
"San Diego, CA",320
"Valley Center, CA",384
"Oceanside, CA",256
"Ramona, CA",296
"San Diego, CA",320
"El Cajon, CA",109
"Ramona, CA",296
"Escondido, CA",115
"Chula Vista, CA",80
"San Diego, CA",320
"Escondido, CA",115
"Ramona, CA",296
"San Diego, CA",320
"San Diego, CA",320
"La Mesa, CA",171
"San Diego, CA",320
"Carlsbad, CA",67
"Carlsbad, CA",67
"Fallbrook, CA",116
"Escondido, CA",115
"Poway, CA",294
"Fallbrook, CA",116
"San Diego, CA",320
"Poway, CA",294
"Campo, CA",61
"Vista, CA",394
"Valley Center, CA",384
"Vista, CA",394
"Palomar Mountain, CA",268
"Valley Center, CA",384
"Escondido, CA",115
"El Cajon, CA",109
"San Diego, CA",320
"Alpine, CA",8
"Oceanside, CA",256
"Escondido, CA",115
"Chula Vista, CA",80
"Chula Vista, CA",80
"Vista, CA",394
"Fallbrook, CA",116
"San Diego, CA",320
"El Cajon, CA",109
"Escondido, CA",115
"Escondido, CA",115
"Vista, CA",394
"Fallbrook, CA",116
"Escondido, CA",115
"Oceanside, CA",256
"Pauma Valley, CA",276
"El Cajon, CA",109
"Ramona, CA",296
"Chula Vista, CA",80
"San Diego, CA",320
"Fallbrook, CA",116
"San Diego, CA",320
"El Cajon, CA",109
"Descanso, CA",100
"Alpine, CA",8
"Escondido, CA",115
"San Diego, CA",320
"San Marcos, CA",327
"La Mesa, CA",171
"El Cajon, CA",109
"Poway, CA",294
"Vista, CA",394
"Oceanside, CA",256
"Chula Vista, CA",80
"San Diego, CA",320
"San Diego, CA",320
"Fallbrook, CA",116
"San Diego, CA",320
"Encinitas, CA",113
"San Diego, CA",320
"Bonita, CA",43
"San Marcos, CA",327
"Poway, CA",294
"Escondido, CA",115
"San Diego, CA",320
"Oceanside, CA",256
"Chula Vista, CA",80
"El Cajon, CA",109
"Imperial Beach, CA",151
"San Marcos, CA",327
"Bonita, CA",43
"San Marcos, CA",327
"Vista, CA",394
"San Diego, CA",320
"San Diego, CA",320
"Escondido, CA",115
"Chula Vista, CA",80
"Encinitas, CA",113
"La Mesa, CA",171
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"Escondido, CA",115
"Chula Vista, CA",80
"Alpine, CA",8
"Ramona, CA",296
"Valley Center, CA",384
"San Diego, CA",320
"El Cajon, CA",109
"Escondido, CA",115
"Vista, CA",394
"Vista, CA",394
"San Diego, CA",320
"San Diego, CA",320
"Poway, CA",294
"Oceanside, CA",256
"Valley Center, CA",384
"Bonita, CA",43
"Jamul, CA",159
"Valley Center, CA",384
"Oceanside, CA",256
"Fallbrook, CA",116
"Carlsbad, CA",67
"Oceanside, CA",256
"Oceanside, CA",256
"Alpine, CA",8
"Carlsbad, CA",67
"Vista, CA",394
"San Diego, CA",320
"Vista, CA",394
"Carlsbad, CA",67
"Descanso, CA",100
"El Cajon, CA",109
"Imperial Beach, CA",151
"San Marcos, CA",327
"Escondido, CA",115
"Chula Vista, CA",80
"Santee, CA",341
"Ramona, CA",296
"Escondido, CA",115
"San Diego, CA",320
"Vista, CA",394
"La Mesa, CA",171
"Borrego Springs, CA",46
"El Cajon, CA",109
"Oceanside, CA",256
"Escondido, CA",115
"Escondido, CA",115
"San Diego, CA",320
"El Cajon, CA",109
"Bonita, CA",43
"El Cajon, CA",109
"San Diego, CA",320
"La Mesa, CA",171
"El Cajon, CA",109
"El Cajon, CA",109
"San Diego, CA",320
"Bonita, CA",43
"San Diego, CA",320
"San Diego, CA",320
"Oceanside, CA",256
"Lakeside, CA",190
"Lakeside, CA",190
"Lakeside, CA",190
"Santee, CA",341
"Escondido, CA",115
"Oceanside, CA",256
"Carlsbad, CA",67
"Escondido, CA",115
"El Cajon, CA",109
"Lakeside, CA",190
"Lemon Grove, CA",197
"Spring Valley, CA",356
"Vista, CA",394
"El Cajon, CA",109
"La Mesa, CA",171
"San Diego, CA",320
"San Diego, CA",320
"Chula Vista, CA",80
"Fallbrook, CA",116
"Oceanside, CA",256
"Oceanside, CA",256
"Escondido, CA",115
"La Mesa, CA",171
"Escondido, CA",115
"San Diego, CA",320
"El Cajon, CA",109
"San Marcos, CA",327
"El Cajon, CA",109
"Escondido, CA",115
"Vista, CA",394
"Vista, CA",394
"San Diego, CA",320
"San Diego, CA",320
"Carlsbad, CA",67
"Ramona, CA",296
"La Mesa, CA",171
"San Diego, CA",320
"Oceanside, CA",256
"Borrego Springs, CA",46
"Fallbrook, CA",116
"Santee, CA",341
"Escondido, CA",115
"Lemon Grove, CA",197
"Poway, CA",294
"San Diego, CA",320
"Escondido, CA",115
"Ramona, CA",296
"El Cajon, CA",109
"Escondido, CA",115
"Vista, CA",394
"Carlsbad, CA",67
"Fallbrook, CA",116
"Ramona, CA",296
"San Marcos, CA",327
"Escondido, CA",115
"San Diego, CA",320
"La Mesa, CA",171
"Oceanside, CA",256
"Pauma Valley, CA",276
"Carlsbad, CA",67
"Fallbrook, CA",116
"Escondido, CA",115
"Escondido, CA",115
"Ramona, CA",296
"Fallbrook, CA",116
"Warner Springs, CA",396
"Chula Vista, CA",80
"Oceanside, CA",256
"La Mesa, CA",171
"San Diego, CA",320
"San Diego, CA",320
"Poway, CA",294
"Ramona, CA",296
"Alpine, CA",8
"La Mesa, CA",171
"Escondido, CA",115
"San Diego, CA",320
"Spring Valley, CA",356
"San Marcos, CA",327
"La Mesa, CA",171
"Imperial Beach, CA",151
"Valley Center, CA",384
"Oceanside, CA",256
"San Diego, CA",320
"Oceanside, CA",256
"San Marcos, CA",327
"Oceanside, CA",256
"El Cajon, CA",109
"El Cajon, CA",109
"Escondido, CA",115
"Vista, CA",394
"San Diego, CA",320
"Fallbrook, CA",116
"Alpine, CA",8
"Fallbrook, CA",116
"Alpine, CA",8
"Oceanside, CA",256
"Fallbrook, CA",116
"San Diego, CA",320
"Escondido, CA",115
"San Diego, CA",320
"Escondido, CA",115
"San Diego, CA",320
"San Diego, CA",320
"Alpine, CA",8
"Oceanside, CA",256
"Escondido, CA",115
"San Marcos, CA",327
"San Diego, CA",320
"Poway, CA",294
"Poway, CA",294
"Imperial Beach, CA",151
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"Escondido, CA",115
"San Diego, CA",320
"Pine Valley, CA",283
"Poway, CA",294
"Chula Vista, CA",80
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"La Mesa, CA",171
"El Cajon, CA",109
"Escondido, CA",115
"Valley Center, CA",384
"San Diego, CA",320
"Vista, CA",394
"Valley Center, CA",384
"La Mesa, CA",171
"Oceanside, CA",256
"Oceanside, CA",256
"Alpine, CA",8
"Chula Vista, CA",80
"San Diego, CA",320
"San Marcos, CA",327
"Bonita, CA",43
"Carlsbad, CA",67
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"Carlsbad, CA",67
"El Cajon, CA",109
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"La Mesa, CA",171
"San Diego, CA",320
"El Cajon, CA",109
"San Diego, CA",320
"Ramona, CA",296
"Poway, CA",294
"Valley Center, CA",384
"La Mesa, CA",171
"Carlsbad, CA",67
"El Cajon, CA",109
"Escondido, CA",115
"San Diego, CA",320
"Vista, CA",394
"San Marcos, CA",327
"La Mesa, CA",171
"Vista, CA",394
"San Marcos, CA",327
"Vista, CA",394
"San Diego, CA",320
"Cardiff by the Sea, CA",65
"San Diego, CA",320
"San Diego, CA",320
"La Mesa, CA",171
"San Diego, CA",320
"La Mesa, CA",171
"San Diego, CA",320
"Fallbrook, CA",116
"Escondido, CA",115
"San Diego, CA",320
"Escondido, CA",115
"San Diego, CA",320
"Carlsbad, CA",67
"Encinitas, CA",113
"San Diego, CA",320
"Dulzura, CA",105
"Chula Vista, CA",80
"San Diego, CA",320
"Valley Center, CA",384
"Vista, CA",394
"Pauma Valley, CA",276
"Carlsbad, CA",67
"La Mesa, CA",171
"La Mesa, CA",171
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"Encinitas, CA",113
"Boulevard, CA",47
"Vista, CA",394
"Vista, CA",394
"Escondido, CA",115
"La Mesa, CA",171
"Bonita, CA",43
"Poway, CA",294
"Escondido, CA",115
"Escondido, CA",115
"Valley Center, CA",384
"Escondido, CA",115
"Carlsbad, CA",67
"San Diego, CA",320
"Escondido, CA",115
"La Mesa, CA",171
"Fallbrook, CA",116
"Fallbrook, CA",116
"San Diego, CA",320
"Escondido, CA",115
"Borrego Springs, CA",46
"El Cajon, CA",109
"La Mesa, CA",171
"Escondido, CA",115
"Escondido, CA",115
"El Cajon, CA",109
"Escondido, CA",115
"Rancho Bernardo, CA",298
"San Diego, CA",320
"El Cajon, CA",109
"Escondido, CA",115
"Escondido, CA",115
"La Mesa, CA",171
"Bonita, CA",43
"Escondido, CA",115
"Oceanside, CA",256
"El Cajon, CA",109
"San Diego, CA",320
"Chula Vista, CA",80
"Lakeside, CA",190
"Valley Center, CA",384
"El Cajon, CA",109
"San Diego, CA",320
"Escondido, CA",115
"Carlsbad, CA",67
"Borrego Springs, CA",46
"San Diego, CA",320
"Escondido, CA",115
"La Mesa, CA",171
"Carlsbad, CA",67
"Fallbrook, CA",116
"Carlsbad, CA",67
"El Cajon, CA",109
"Santee, CA",341
"Jamul, CA",159
"Fallbrook, CA",116
"Ramona, CA",296
"Fallbrook, CA",116
"Alpine, CA",8
"El Cajon, CA",109
"Oceanside, CA",256
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"Escondido, CA",115
"San Marcos, CA",327
"Chula Vista, CA",80
"Poway, CA",294
"Carlsbad, CA",67
"El Cajon, CA",109
"Poway, CA",294
"La Mesa, CA",171
"San Diego, CA",320
"Carlsbad, CA",67
"La Mesa, CA",171
"San Diego, CA",320
"Chula Vista, CA",80
"Oceanside, CA",256
"Fallbrook, CA",116
"San Diego, CA",320
"Escondido, CA",115
"San Diego, CA",320
"El Cajon, CA",109
"Chula Vista, CA",80
"Jacumba, CA",158
"Valley Center, CA",384
"Escondido, CA",115
"Julian, CA",161
"Carlsbad, CA",67
"San Diego, CA",320
"La Mesa, CA",171
"San Diego, CA",320
"Vista, CA",394
"Chula Vista, CA",80
"Ramona, CA",296
"La Mesa, CA",171
"Vista, CA",394
"San Diego, CA",320
"Chula Vista, CA",80
"San Diego, CA",320
"Borrego Springs, CA",46
"San Diego, CA",320
"Fallbrook, CA",116
"Oceanside, CA",256
"Julian, CA",161
"Chula Vista, CA",80
"Escondido, CA",115
"Escondido, CA",115
"San Diego, CA",320
"Escondido, CA",115
"Escondido, CA",115
"Escondido, CA",115
"Fallbrook, CA",116
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"Chula Vista, CA",80
"San Diego, CA",320
"Carlsbad, CA",67
"Encinitas, CA",113
"San Diego, CA",320
"San Diego, CA",320
"El Cajon, CA",109
"Escondido, CA",115
"Pauma Valley, CA",276
"Carlsbad, CA",67
"Escondido, CA",115
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"Santee, CA",341
"Pacific Beach, CA",262
"Carlsbad, CA",67
"Carlsbad, CA",67
"San Diego, CA",320
"Carlsbad, CA",67
"El Cajon, CA",109
"Carlsbad, CA",67
"Santee, CA",341
"Alpine, CA",8
"El Cajon, CA",109
"Fallbrook, CA",116
"San Diego, CA",320
"Poway, CA",294
"San Diego, CA",320
"San Marcos, CA",327
"Fallbrook, CA",116
"La Mesa, CA",171
"San Diego, CA",320
"San Diego, CA",320
"San Marcos, CA",327
"San Marcos, CA",327
"Vista, CA",394
"San Diego, CA",320
"San Diego, CA",320
"Fallbrook, CA",116
"San Diego, CA",320
"Escondido, CA",115
"Encinitas, CA",113
"Fallbrook, CA",116
"San Diego, CA",320
"Dulzura, CA",105
"La Mesa, CA",171
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"Pauma Valley, CA",276
"San Diego, CA",320
"Encinitas, CA",113
"La Mesa, CA",171
"San Diego, CA",320
"Escondido, CA",115
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"Carlsbad, CA",67
"Escondido, CA",115
"San Diego, CA",320
"San Diego, CA",320
"Alpine, CA",8
"Cardiff, CA",66
"Poway, CA",294
"Fallbrook, CA",116
"San Diego, CA",320
"Bonita, CA",43
"Encinitas, CA",113
"San Diego, CA",320
"Ramona, CA",296
"San Marcos, CA",327
"El Cajon, CA",109
"La Mesa, CA",171
"Coronado, CA",88
"San Diego, CA",320
"Escondido, CA",115
"Chula Vista, CA",80
"San Diego, CA",320
"San Diego, CA",320
"San Diego, CA",320
"Oceanside, CA",256
"Chula Vista, CA",80
"Ramona, CA",296
"San Diego, CA",320
"Fallbrook, CA",116
"Poway, CA",294
"Poway, CA",294
"Ramona, CA",296
"San Diego, CA",320
"Escondido, CA",115
"Fallbrook, CA",116
"Escondido, CA",115
"Fallbrook, CA",116
"El Cajon, CA",109
"Santee, CA",341
"San Diego, CA",320
"San Diego, CA",320
"Encinitas, CA",113
"San Marcos, CA",327
"Imperial Beach, CA",151
"San Diego, CA",320
"La Mesa, CA",171
"San Marcos, CA",327
"Poway, CA",294
"Lakeside, CA",190
"Escondido, CA",115
"San Diego, CA",320
"Valley Center, CA",384
"Valley Center, CA",384
"Bonita, CA",43
"Chula Vista, CA",80
"San Diego, CA",320
"Escondido, CA",115
"San Marcos, CA",327
"Carlsbad, CA",67
"San Diego, CA",320
"Fallbrook, CA",116
"El Cajon, CA",109
"Jamul, CA",159
"San Marcos, CA",327
"Vista, CA",394
"Bonita, CA",43
"San Diego, CA",320
"Del Mar, CA",98
"Carlsbad, CA",67
"San Diego, CA",320
"Pauma Valley, CA",276
"Oceanside, CA",256
"San Marcos, CA",327
"Encinitas, CA",113
"La Mesa, CA",171
"Escondido, CA",115
"Bonita, CA",43
"Spring Valley, CA",356
"San Diego, CA",320
"Vista, CA",394
"Escondido, CA",115
"Vista, CA",394
"Vista, CA",394
"Oceanside, CA",256
"San Marcos, CA",327
"Carlsbad, CA",67
"San Marcos, CA",327
"Vista, CA",394
"La Mesa, CA",171
"Bonita, CA",43
"Fallbrook, CA",116
"Santee, CA",341
"Valley Center, CA",384
"Vista, CA",394
"Santee, CA",341
"Fallbrook, CA",116
"Escondido, CA",115
"Chula Vista, CA",80
"Chula Vista, CA",80
"Chula Vista, CA",80
"Escondido, CA",115
"Bonsall, CA",44
"Carlsbad, CA",67
"Escondido, CA",115
"Escondido, CA",115
"Fallbrook, CA",116
"Ramona, CA",296
"San Marcos, CA",327
"Escondido, CA",115
"Ramona, CA",296
"Encinitas, CA",113
"Chula Vista, CA",80
"San Diego, CA",320
"Escondido, CA",115
"Escondido, CA",115
"Escondido, CA",115
"Poway, CA",294
"Vista, CA",394
"Alpine, CA",8
"El Cajon, CA",109
"Poway, CA",294
"Valley Center, CA",384
"Fallbrook, CA",116
"San Diego, CA",320
"San Diego, CA",320
"Alpine, CA",8
"El Cajon, CA",109
"Lakeside, CA",190
"Alpine, CA",8
"Oceanside, CA",256
"Chula Vista, CA",80
"Fallbrook, CA",116
"Pismo Beach, CA",287
"Paso Robles, CA",275
"Los Osos, CA",209
"Templeton, CA",370
"Cambria, CA",60
"Morro Bay, CA",230
"Nipomo, CA",242
"Arroyo Grande, CA",18
"San Luis Obispo, CA",326
"Morro Bay, CA",230
"Morro Bay, CA",230
"Arroyo Grande, CA",18
"Pismo Beach, CA",287
"Cambria, CA",60
"Cambria, CA",60
"Nipomo, CA",242
"Paso Robles, CA",275
"Cambria, CA",60
"Los Osos, CA",209
"Nipomo, CA",242
"Cambria, CA",60
"San Luis Obispo, CA",326
"Avila Beach, CA",22
"Pismo Beach, CA",287
"Arroyo Grande, CA",18
"San Luis Obispo, CA",326
"Paso Robles, CA",275
"Arroyo Grande, CA",18
"Cayucos, CA",72
"Arroyo Grande, CA",18
"Paso Robles, CA",275
"Templeton, CA",370
"Arroyo Grande, CA",18
"Cayucos, CA",72
"Pismo Beach, CA",287
"Templeton, CA",370
"Arroyo Grande, CA",18
"Templeton, CA",370
"Arroyo Grande, CA",18
"Paso Robles, CA",275
"Nipomo, CA",242
"Paso Robles, CA",275
"San Luis Obispo, CA",326
"San Luis Obispo, CA",326
"Nipomo, CA",242
"San Luis Obispo, CA",326
"Paso Robles, CA",275
"Cayucos, CA",72
"Paso Robles, CA",275
"Templeton, CA",370
"Paso Robles, CA",275
"Arroyo Grande, CA",18
"Nipomo, CA",242
"Arroyo Grande, CA",18
"Pismo Beach, CA",287
"Arroyo Grande, CA",18
"Pismo Beach, CA",287
"Arroyo Grande, CA",18
"Creston, CA",93
"Templeton, CA",370
"Avila Beach, CA",22
"Los Osos, CA",209
"Avila Beach, CA",22
"Nipomo, CA",242
"Pismo Beach, CA",287
"Cayucos, CA",72
"Atascadero, CA",21
"Arroyo Grande, CA",18
"Arroyo Grande, CA",18
"Cayucos, CA",72
"Paso Robles, CA",275
"Cambria, CA",60
"Nipomo, CA",242
"Nipomo, CA",242
"Nipomo, CA",242
"Cambria, CA",60
"San Luis Obispo, CA",326
"Cambria, CA",60
"Arroyo Grande, CA",18
"Nipomo, CA",242
"Cambria, CA",60
"Cayucos, CA",72
"Nipomo, CA",242
"Pismo Beach, CA",287
"Arroyo Grande, CA",18
"Arroyo Grande, CA",18
"Arroyo Grande, CA",18
"Pismo Beach, CA",287
"Cayucos, CA",72
"Pismo Beach, CA",287
"Templeton, CA",370
"Avila Beach, CA",22
"Arroyo Grande, CA",18
"Arroyo Grande, CA",18
"Arroyo Grande, CA",18
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Arroyo Grande, CA",18
"Arroyo Grande, CA",18
"Nipomo, CA",242
"San Luis Obispo, CA",326
"Templeton, CA",370
"San Luis Obispo, CA",326
"Atascadero, CA",21
"Nipomo, CA",242
"Cambria, CA",60
"Nipomo, CA",242
"San Luis Obispo, CA",326
"Nipomo, CA",242
"Atascadero, CA",21
"Cambria, CA",60
"San Luis Obispo, CA",326
"Creston, CA",93
"San Miguel, CA",329
"Nipomo, CA",242
"Arroyo Grande, CA",18
"Nipomo, CA",242
"Paso Robles, CA",275
"Arroyo Grande, CA",18
"Atascadero, CA",21
"Arroyo Grande, CA",18
"San Luis Obispo, CA",326
"San Luis Obispo, CA",326
"Atascadero, CA",21
"Cambria, CA",60
"Cambria, CA",60
"Paso Robles, CA",275
"Templeton, CA",370
"Pismo Beach, CA",287
"Pismo Beach, CA",287
"Templeton, CA",370
"San Luis Obispo, CA",326
"Atascadero, CA",21
"Arroyo Grande, CA",18
"Cambria, CA",60
"San Luis Obispo, CA",326
"Templeton, CA",370
"Templeton, CA",370
"Morro Bay, CA",230
"Morro Bay, CA",230
"San Luis Obispo, CA",326
"Templeton, CA",370
"Paso Robles, CA",275
"Los Osos, CA",209
"Los Osos, CA",209
"Creston, CA",93
"Los Osos, CA",209
"Pismo Beach, CA",287
"Arroyo Grande, CA",18
"Morro Bay, CA",230
"Cambria, CA",60
"Cambria, CA",60
"San Luis Obispo, CA",326
"San Luis Obispo, CA",326
"Paso Robles, CA",275
"Cambria, CA",60
"San Luis Obispo, CA",326
"Cambria, CA",60
"Nipomo, CA",242
"Creston, CA",93
"Pismo Beach, CA",287
"Pismo Beach, CA",287
"San Luis Obispo, CA",326
"Los Osos, CA",209
"Arroyo Grande, CA",18
"Los Osos, CA",209
"Cambria, CA",60
"San Luis Obispo, CA",326
"San Luis Obispo, CA",326
"Paso Robles, CA",275
"Cayucos, CA",72
"San Luis Obispo, CA",326
"Avila Beach, CA",22
"Templeton, CA",370
"Cambria, CA",60
"Los Osos, CA",209
"Creston, CA",93
"Avila Beach, CA",22
"Arroyo Grande, CA",18
"Paso Robles, CA",275
"Santa Margarita, CA",335
"Los Osos, CA",209
"Santa Margarita, CA",335
"Nipomo, CA",242
"Paso Robles, CA",275
"Templeton, CA",370
"Cambria, CA",60
"Oceano, CA",255
"San Miguel, CA",329
"Paso Robles, CA",275
"Cambria, CA",60
"Atascadero, CA",21
"Paso Robles, CA",275
"Santa Margarita, CA",335
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Atascadero, CA",21
"Atascadero, CA",21
"Paso Robles, CA",275
"San Miguel, CA",329
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Shandon, CA",345
"Paso Robles, CA",275
"Morro Bay, CA",230
"San Miguel, CA",329
"Shandon, CA",345
"Paso Robles, CA",275
"Atascadero, CA",21
"Atascadero, CA",21
"Cambria, CA",60
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"San Miguel, CA",329
"Shandon, CA",345
"Paso Robles, CA",275
"Paso Robles, CA",275
"Shandon, CA",345
"Creston, CA",93
"Nipomo, CA",242
"San Miguel, CA",329
"Paso Robles, CA",275
"Atascadero, CA",21
"Grover Beach, CA",134
"Nipomo, CA",242
"Paso Robles, CA",275
"Cambria, CA",60
"Oceano, CA",255
"Paso Robles, CA",275
"Santa Margarita, CA",335
"Paso Robles, CA",275
"San Miguel, CA",329
"Paso Robles, CA",275
"Atascadero, CA",21
"Cambria, CA",60
"Paso Robles, CA",275
"Oceano, CA",255
"Los Osos, CA",209
"Oceano, CA",255
"Oceano, CA",255
"Paso Robles, CA",275
"Nipomo, CA",242
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Creston, CA",93
"Oceano, CA",255
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Nipomo, CA",242
"Oceano, CA",255
"Oceano, CA",255
"Nipomo, CA",242
"Atascadero, CA",21
"San Luis Obispo, CA",326
"Atascadero, CA",21
"Nipomo, CA",242
"Paso Robles, CA",275
"Nipomo, CA",242
"Paso Robles, CA",275
"Cambria, CA",60
"Atascadero, CA",21
"Oceano, CA",255
"Paso Robles, CA",275
"Paso Robles, CA",275
"San Miguel, CA",329
"San Miguel, CA",329
"Paso Robles, CA",275
"Arroyo Grande, CA",18
"Atascadero, CA",21
"Los Osos, CA",209
"Atascadero, CA",21
"Santa Margarita, CA",335
"Paso Robles, CA",275
"Templeton, CA",370
"San Miguel, CA",329
"Paso Robles, CA",275
"Atascadero, CA",21
"Oceano, CA",255
"Atascadero, CA",21
"Atascadero, CA",21
"Atascadero, CA",21
"Paso Robles, CA",275
"Paso Robles, CA",275
"Oceano, CA",255
"Nipomo, CA",242
"San Miguel, CA",329
"Paso Robles, CA",275
"Oceano, CA",255
"Cambria, CA",60
"Avila Beach, CA",22
"Oceano, CA",255
"Grover Beach, CA",134
"San Luis Obispo, CA",326
"Paso Robles, CA",275
"Paso Robles, CA",275
"Santa Margarita, CA",335
"Paso Robles, CA",275
"Paso Robles, CA",275
"Avila Beach, CA",22
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Atascadero, CA",21
"Paso Robles, CA",275
"Oceano, CA",255
"Atascadero, CA",21
"San Luis Obispo, CA",326
"Templeton, CA",370
"Atascadero, CA",21
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Santa Margarita, CA",335
"Oceano, CA",255
"Atascadero, CA",21
"Arroyo Grande, CA",18
"Grover Beach, CA",134
"Oceano, CA",255
"Morro Bay, CA",230
"Atascadero, CA",21
"Arroyo Grande, CA",18
"Templeton, CA",370
"Templeton, CA",370
"Santa Margarita, CA",335
"Templeton, CA",370
"Paso Robles, CA",275
"Nipomo, CA",242
"Oceano, CA",255
"Atascadero, CA",21
"Grover Beach, CA",134
"Oceano, CA",255
"Atascadero, CA",21
"Oceano, CA",255
"Paso Robles, CA",275
"Nipomo, CA",242
"Paso Robles, CA",275
"Paso Robles, CA",275
"Templeton, CA",370
"Paso Robles, CA",275
"Cambria, CA",60
"Paso Robles, CA",275
"Templeton, CA",370
"Paso Robles, CA",275
"Avila Beach, CA",22
"Grover Beach, CA",134
"San Luis Obispo, CA",326
"Shandon, CA",345
"Shandon, CA",345
"Atascadero, CA",21
"Santa Margarita, CA",335
"Paso Robles, CA",275
"Parkfield, CA",273
"Paso Robles, CA",275
"Shandon, CA",345
"Atascadero, CA",21
"Paso Robles, CA",275
"Arroyo Grande, CA",18
"Paso Robles, CA",275
"Paso Robles, CA",275
"San Luis Obispo, CA",326
"Los Osos, CA",209
"Santa Margarita, CA",335
"Paso Robles, CA",275
"Atascadero, CA",21
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Los Osos, CA",209
"Paso Robles, CA",275
"Paso Robles, CA",275
"Santa Margarita, CA",335
"Cambria, CA",60
"Creston, CA",93
"Oceano, CA",255
"Morro Bay, CA",230
"Los Osos, CA",209
"Oceano, CA",255
"Templeton, CA",370
"Templeton, CA",370
"Paso Robles, CA",275
"Paso Robles, CA",275
"Oceano, CA",255
"Morro Bay, CA",230
"Atascadero, CA",21
"Templeton, CA",370
"Paso Robles, CA",275
"Nipomo, CA",242
"Atascadero, CA",21
"Paso Robles, CA",275
"Paso Robles, CA",275
"Cambria, CA",60
"San Miguel, CA",329
"Morro Bay, CA",230
"Atascadero, CA",21
"Morro Bay, CA",230
"Atascadero, CA",21
"Atascadero, CA",21
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Paso Robles, CA",275
"Cayucos, CA",72
"Grover Beach, CA",134
"San Luis Obispo, CA",326
"Arroyo Grande, CA",18
"Paso Robles, CA",275
"Templeton, CA",370
"Morro Bay, CA",230
"Paso Robles, CA",275
"Paso Robles, CA",275
"Creston, CA",93
"Morro Bay, CA",230
"Arroyo Grande, CA",18
